user_id,recommended_items
285,2778525 1244196 1092821 79531 1928254
902,1830993 882543 1368635 1794685 2441881
948,1576126 460717 1830993 1244787 335428
1183,2791339 1984327 437245 2031981 2156629
1286,1053452 2778525 1244196 1386412 657183
1509,2002097 1162250 2796479 1069281 2512859
1776,1244196 1092821 1053542 931519 437245
1982,1053452 2778525 1244196 1386412 657183
2742,1053452 2778525 1244196 1386412 657183
3161,1053542 830073 1056667 1679143 2156629
3256,335428 2462072 313851 2348573 2635038
3375,1928254 1140869 1754395 2413494 2712481
3547,1053452 2778525 1244196 1386412 657183
3630,278589 2593483 2031981 2313894 1119495
3806,1776330 931519 1672211 1732848 2198329
4607,1053452 2778525 1244196 1386412 657183
5112,1053452 2778525 1244196 1386412 657183
5627,2593483 2380306 374376 415358 2802026
5686,1244196 1386412 79531 2002097 343377
5738,951143 2462072 882543 1325341 1096406
5839,2590469 1886939 1717731 507069 2825431
6442,1244196 657183 2791339 1576126 784737
7182,278589 1140869 657183 2106311 823512
7693,1053452 2778525 1244196 1386412 657183
8316,1576126 1317915 1636910 1056667 2770160
9660,2778525 2791339 536047 2002097 1162250
9680,343377 1717731 2040236 2636095 1541359
10044,1386412 1953846 1695664 2277810 671237
10316,823512 1679143 1920047 1047625 313851
10469,1244196 536047 2770160 554760 2512414
10470,1244196 1386412 784737 1092821 830073
10870,1053452 2778525 1244196 1386412 657183
10956,1576126 1754395 1679143 2156629 1317915
11027,2791339 1056667 931519 1325341 2635038
11380,460717 1069281 278589 468120 2037855
11423,1053452 2778525 1244196 1386412 657183
11805,1244196 784737 972388 2593483 2590469
12046,536047 2778525 1140869 1244196 460717
12097,2462072 2128544 723096 2705759 1732848
12233,1053452 2778525 1244196 1386412 657183
12593,536047 79531 931519 335428 472040
12626,734196 1776330 2198329 278589 794156
12630,2778525 657183 784737 2650926 2348573
12671,1928254 472040 794156 47583 1886939
12689,1636910 749431 2635038 2669570 1119926
12750,472040 2205815 1728166 1876513 640407
12852,2791339 536047 1566231 1604145 215982
13715,1053452 2778525 1244196 1386412 657183
14269,2489959 2590469 1106543 650449 166946
14624,951143 2590469 35677 1717731 2380306
14792,2462072 1867675 2435845 1728166 768905
14966,169068 1009321 5232 1965452 2004956
15006,2156629 2198329 2462072 486936 1325341
15100,1162250 1443706 1867675 437245 734196
15549,2590469 1106543 2450694 788342 952102
15611,823512 2466095 470426 1325341 687732
16228,1053452 2778525 1244196 1386412 657183
16874,1664453 387201 818888 1728143 1090310
16971,1244196 657183 536047 2002097 784737
18097,2002097 1162250 278589 79531 1576126
18564,823512 931519 1920047 2462072 313851
18796,278589 2791339 1053542 1140869 1928254
18994,2002097 1092821 1928254 1162250 343377
19544,1928254 437245 205039 77400 984114
19679,1386412 657183 536047 784737 278589
19704,2348573 1443706 650449 457843 1472716
20101,2778525 1244196 2002097 784737 1092821
20679,2778525 2002097 278589 1928254 460717
20815,1953846 1679143 470426 472040 291669
20979,1244787 460717 1794685 470426 291669
21195,2593483 2413494 823512 1953846 2156629
21324,1244196 657183 536047 278589 470426
21578,1053452 2778525 1244196 1386412 657183
21627,657183 2791339 784737 1092821 1386412
21663,1244196 1092821 343377 1244787 2423978
21813,343377 1754395 1069281 470426 499178
21835,951143 335428 16356 2590469 35677
22107,657183 79531 343377 1928254 1984327
22206,2002097 1092821 79531 1576126 972388
22591,657183 536047 2002097 784737 1092821
22728,1053452 2778525 1244196 1386412 657183
23229,1908731 1053452 2778525 1244196 1386412
