user_id,recommended_items
285,2791339 315676 2778525 1032996 2705759
902,1053452 1244196 2778525 657183 1092821
948,1053452 2778525 1244196 1386412 79531
1183,1053452 2778525 1244196 1386412 79531
1286,1053452 2778525 1244196 79531 1386412
1509,1053452 1244196 2778525 1386412 536047
1776,1244196 1053452 536047 1386412 1140869
1982,1053452 2778525 1244196 1386412 657183
2742,1053452 2778525 1244196 1386412 657183
3161,2778525 1244196 1053452 536047 278589
3256,2778525 1244196 278589 1140869 2002097
3375,2778525 1053452 1244196 1386412 79531
3547,1053452 2778525 1244196 1386412 657183
3630,1053452 1244196 2778525 1053542 657183
3806,930227 2750191 1034123 1795249 687732
4607,1053452 2778525 1244196 1386412 657183
5112,1053452 2778525 1244196 1386412 657183
5627,1053452 2778525 1244196 536047 1386412
5686,1053452 2778525 1386412 79531 1244196
5738,1053452 1244196 2778525 1386412 2791339
5839,1053452 2778525 1386412 536047 657183
6442,562740 315676 43306 2712821 1502840
7182,1244196 1053452 536047 2778525 1386412
7693,1053452 2778525 1244196 1386412 657183
8316,2778525 1053452 1244196 2532610 278589
9660,1053452 2778525 1244196 1140869 278589
9680,1053452 2778525 1244196 1386412 79531
10044,2778525 1053452 1386412 536047 1244196
10316,1053452 2778525 1244196 1386412 2002097
10469,2778525 1053452 1244196 1386412 1092821
10470,1244196 1053452 536047 1092821 1287265
10870,1053452 2778525 1244196 1386412 657183
10956,1053452 2778525 79531 1576126 1386412
11027,1053452 2778525 1386412 657183 1244196
11380,1053452 1244196 2778525 536047 1386412
11423,1053452 2778525 1244196 1386412 657183
11805,1053452 536047 1244196 657183 1867675
12046,2778525 1053452 2791339 1244196 1576126
12097,1053452 2778525 1244196 1386412 1092821
12233,1053452 2778525 1244196 1386412 657183
12593,1053452 2778525 1244196 1386412 2002097
12626,2778525 536047 1053452 1244196 2002097
12630,2778525 1053452 657183 1199414 79531
12671,1053452 2778525 1244196 1386412 536047
12689,1053452 1386412 1244196 2031981 1443706
12750,315676 2014172 2684599 1244196 278589
12852,2593483 1386412 1053452 2277810 1244196
13715,1053452 2778525 1244196 1386412 657183
14269,1053452 1244196 1386412 657183 315676
14624,2778525 1053452 657183 2791339 1162250
14792,1053452 2778525 1244196 536047 1140869
14966,2778525 1053452 1244196 1386412 2791339
15006,2778525 1053452 1244196 1386412 1092821
15100,1053452 2778525 1244196 278589 1053542
15549,1053452 1244196 1386412 1053542 657183
